id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	recension_note	flag_off	note
SA_K10_n443u	Mahāmeghasūtra	269	4th-5th c. CE (extant Sanskrit recension)	350	450	medium	Nakamura, Indian Buddhism (1980), p.181 area; Buswell & Lopez, Princeton Dictionary (2014) s.v. Mahāmeghasūtra	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	A dhāraṇī-bearing Mahāyāna sūtra carrying tathāgatagarbha doctrine (four guṇapāramitās of selfhood) and the influence of the Mahāparinirvāṇasūtra, plus the Nāgārjuna-prophecy and anti-meat injunctions — features of a developed, relatively late text. Dharmakṣema's Chinese version (Dafangdeng wuxiang jing, ca. 414-426 CE) is the terminus ante quem for a version; our edition is Bendall's text from Nepalese Sanskrit MSS, i.e. the surviving Sanskrit recension, dated here to the 4th-5th c. rather than the ~300 CE core.	True	Dhāraṇī/tathāgatagarbha sūtra; Chinese tr. ~414-426 caps the core; Sanskrit recension 4th-5th c.
SA_K10_n446u	Meghasūtra	246	4th c. CE (extant Sanskrit dhāraṇī recension; core Mahāmegha complex c. 300 CE)	300	425	low	Nakamura, Indian Buddhism: A Survey (1980); Lamotte 1988 (apud Osto 2008)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	The Megha-sūtra (Bendall 1880, the rain-making nāga dhāraṇī text) is a component of the larger Mahāmegha (Mahāmeghasūtra) complex. Nakamura dates the Mahāmegha c. 300 CE; Lamotte connects its Andhra/Ikṣvāku-Sātavāhana prophecy ('700 years after the Nirvāṇa') to the same horizon. As a dhāraṇī text our extant Sanskrit Megha-sūtra is plausibly a 4th-c. recension, somewhat later than the c. 300 core. Library has no edition-specific date for Bendall's text, hence low confidence.	True	Dhāraṇī sūtra; core Mahāmegha c.300 CE (Nakamura), extant Skt dhāraṇī recension likely 4th c.; corrected median ~360, off from current 246 by >75y (low confidence, so not counted in 'changed').
SA_K10_n526u	Sarvatathāgatādhiṣṭhānavyūhasūtra	633	5th-7th c. CE (extant Gilgit Sanskrit recension)	450	700	low	Dutt, Gilgit Manuscripts I (74); Gilgit MS dating in Hinüber (per Apple, Receptacle of the Sacred); Hamar, Faith in Buddhism	cleaned_Holz_The Bhadrakarātrī-sūtra_Apotropaic Scriptures in Early Indian Buddhism.txt	Mahāyāna dhāraṇī-vyūha sūtra (full title Sarvatathāgatādhiṣṭhāna-sattvāvalokana-buddhakṣetra-sandarśana-vyūha). Our edition is precisely the Gilgit Sanskrit recension (Dutt, Gilgit Manuscripts I, pp. 49-89). The Gilgit birch-bark corpus is dated c. 6th-7th c. CE (Hinüber 7th-8th c.; some folios 5th-6th), which dates the Sanskrit recension we have; any earlier oral/redactional layer is not separately recoverable. Text shows developed dhāraṇī/proto-tantric features and the 'last age, southern region' decline motif (Nattier 1991).	False	cur_med 633 sits within the Gilgit-recension window 450-700; not off >75y. Low confidence (no composition-specific study).
SA_K10_n552u	Āryābuddhabalādhānaprātihāryavikurvaṇanirdeśanāma mahāyānasūtra	693	7th-8th c. CE (Gilgit Sanskrit recension)	600	800	medium	von Hinüber 2014b / Apple (Candrakīrti and the Lotus sūtra); Schopen 1997 (Bones, Stones)	cleaned_Apple_Candrakīrti and the Lotus sutra.txt	Same work as item SA_K10_bsu008_u (Buddhabalādhānaprātihāryavikurvāṇanirdeśa-sūtra). Vaidya's Mahāyānasūtrasaṃgraha text derives from the Gilgit recension (Schopen edited its leaves). The composition layer is older but the EXTANT Sanskrit witness is the Gilgit MS, dated 7th-8th c.; we date that recension.	False	Same Gilgit Mahāyāna sūtra as item 1; cur_med within range.
SA_K10_nagsu_pu	Nagaropamasūtra	559	c. 2nd-5th c. CE (extant Central Asian Sarvāstivāda Sanskrit recension with apotropaic appendix)	100	500	medium	Bongard-Levin, Boucher, Fukita & Wille, The Nagaropamasūtra (1996); Drewes, Oral Texts in Indian Mahāyāna; Schmithausen, Maitrī and Magic	cleaned_Drewes_Oral_Texts_in_Indian_Mahayana.txt	Canonical pratītyasamutpāda sūtra of the Saṃyuktāgama with a Pāli Saṃyutta-nikāya parallel. The base discourse is early-canonical, but our edition is the extant Central Asian (Turfan) Sarvāstivāda Sanskrit recension, distinctively expanded with an apotropaic/text-worship appendix and used as an amulet text. Date the extant Sanskrit/Central Asian recension (Kuṣāṇa-Gupta MSS), not the earlier Pāli layer.	False	cur_med 559 roughly fits the Central Asian Sanskrit MS recension; acceptable.
SA_K10_nidansyu	Nidānasaṃyukta	444	2nd-4th c. CE (Sarvāstivāda Sanskrit recension, Turfan MSS)	100	400	low	C. Tripāṭhī, Fünfundzwanzig Sūtras des Nidānasaṃyukta (1962); Norman, Pali Literature (1983)	cleaned_Pali Literature…Canonical Literature in Prakrit and Sanskrit of all Hinayana Schools of Buddhism_K. R. Norman, 1983.txt	Tripāṭhī edits the Sarvāstivāda Sanskrit Nidānasaṃyukta reconstructed from the Turfan (Central Asian) manuscript finds. The Pāli Nidāna-saṃyutta parallel is older; our text is the Sarvāstivāda Sanskrit canonical recension (manuscripts c. 5th-8th c., text settled roughly 2nd-4th c. CE). Date the Sanskrit recension, not the shared early-canonical material.	False	Genre/recension-based range; cur_med 444 is at the upper edge but within tolerance.
SA_K10_ratnakeu	Mahāsannipātaratnaketudhāraṇīsūtra [Ratnaketuparivarta, Ratnaketudhāraṇīsūtra]	218	5th-6th c. CE (Gilgit Sanskrit recension)	400	650	low	Kurumiya, Ratnaketuparivarta: Sanskrit Text (1978) ed. is the Gilgit recension; on Gilgit Buddhist MSS date cf. Sander (6th-7th c.) via Kuwayama/Spink	cleaned_Ajanta. History and Development. Vol, II, Arguments About Ajanta_Walter M. Spink, 2006.txt	Kurumiya's text is based on the Gilgit Sanskrit manuscript of the Ratnaketuparivarta (the dhāraṇī-section of the Mahāsaṃnipāta corpus). The Gilgit Buddhist MSS are palaeographically 6th-7th c. CE; the Sanskrit recension they attest is later than the work's earliest layer (the Mahāsaṃnipāta material has Chinese renderings from the 5th-6th c.). Library lacks a firm recension-specific consensus date, so confidence is low; the date refers to the extant Gilgit Sanskrit recension, not the earliest layer behind the current median of 218.	True	Gilgit Sanskrit recension later than the 2nd-3rd c. layer implied by current median; thin library coverage, low confidence.
SA_K10_samghscu	Saṃghāṭasūtra [Saṅghāṭasūtra]	351	5th c. CE (extant recension; text composed late 4th-early 5th c.)	400	475	medium	Schopen/Granoff-Shinohara vol. (Sins and Sinners, 2012) citing Canevascini's dating of the Khotanese translation	cleaned_Sins and Sinners. Perspectives from Asian Religions_Phyllis Granoff and Koichi Shinohara, ed, 2012_A.txt	Canevascini's edition is of the KHOTANESE translation, which he dates to the first half of the 5th c. CE. The Sanskrit Saṃghāṭasūtra it renders must therefore have been composed by the late 4th-early 5th c.; it was a fluid, widely-copied Mahāyāna text (no fixed Urtext, per Schopen) attested by seven+ Gilgit Sanskrit MSS. Dating reflects this 5th-c. Khotanese recension, not a hypothetical earlier layer.	True	Khotanese recension 1st half 5th c. (Canevascini); median 351 low by ~100y.
SA_K10_sf101_sc	Rāṣṭrapālasūtra fragment (SF 101, Central Asia)	546	Sarvāstivāda Sanskrit āgama recension; Central Asian MS, mid-first millennium CE	400	600	low	Waldschmidt, 'The Rāṣṭrapālasūtra in Sanskrit Remnants from Central Asia' (cited in Kudo, Karmavibhanga 2004); ed. H. Matsumura	cleaned_Karmavibhanga_Noriyuki Kudo, 2004.txt	This is the mainstream (Sarvāstivāda) Rāṣṭrapālasūtra known from Central Asian Sanskrit remnants (Waldschmidt; Matsumura), NOT the Mahāyāna Rāṣṭrapālaparipṛcchā (whose 3rd-c. Chinese tr. Boucher studied). The Sanskrit witness is a Central Asian āgama-type MS of the mid-first millennium CE; the narrative tradition is older. Library lacks a precise palaeographic date for SF 101, hence low confidence.	False	Sarvāstivāda Skt Rāṣṭrapālasūtra (not Mahāyāna pariprcchā); cur_med 546 within plausible MS window.
SA_K10_sf107_sc	(untitled Sanskrit Turfan fragment, SHT-type; Wille ed.)	471	None	None	None	none	no identifying or dating scholarship for this fragment in the local library		No title/author; unidentified Sanskrit Turfan fragment (Wille, SHT). The text it carries is not identified in the local library, so no recension can be dated. Manuscript artefacts of this type are palaeographically c. 5th-8th c., but that is a copy date, not a composition/recension date. No date assigned per the no-invention rule.	False	Unidentified fragment; no library basis to confirm or correct cur_med 471.
SA_K10_sf137_sc		581	None	None	None	none			Workitem has no title, author, or edition; only a generic GRETIL Buddhist-directory URL. The slug 'sf137_sc' points to a GRETIL Sanskrit-fragment ('sf') file (Wille-type Turfan/Schøyen fragment edition) but the specific text/recension cannot be identified from the available metadata, and no recension-specific scholarship can be matched. Per method, no date assigned.	False	Unidentifiable fragment item (no title/author/edition); cannot date — confidence none.
SA_K10_sf140_sc	Vimalakīrtinirdeśa (Vimalakīrtinirdeśasūtra)	132	1st-2nd c. CE (text of the extant Potala Sanskrit recension)	1	150	medium	Lamotte, L'Enseignement de Vimalakīrti 1962 (introd. p.293), reported in Nakamura 1980; manuscript per Study Group on Buddhist Sanskrit Literature 2006	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Our edition is the Study Group (Taisho Univ.) 2006 diplomatic edition of the complete Sanskrit codex found in the Potala Palace in 1999. Scholarship treats the Potala Sanskrit, the Tibetan and the Kumārajīva/Xuanzang Chinese as witnesses of essentially one recension with no major documented Mahāyāna re-layering; Lamotte dates the composition to the 1st c. CE (terminus ante quem from Zhi Qian's early-3rd-c. Chinese version). The Potala manuscript is a much later (medieval) physical copy but transmits this same recension, so the textual date stands at 1st-2nd c. CE.	False	Potala Sanskrit codex (Study Group 2006); composition 1st c. CE per Lamotte; cur_med 132 consistent.
SA_K10_sf241_sc	Turfan Sanskrit canonical sūtra fragment (Waldschmidt sf241; conversion/refuge-taking sūtra, Sarvāstivāda Sanskrit canon)	598	Sanskrit recension c. 2nd–4th c. CE (Turfan MS copied 5th–7th c.)	100	400	low	E. Waldschmidt, Bruchstücke buddhistischer Sūtras (Sarvāstivāda canonical sūtras); L. Sander, Turfan paleography (cited in Schopen)	cleaned_Brief History of Buddhist Studies in Europe and America_J. M. de Jong, 1987.txt	Central Asian Sanskrit fragment of a Sarvāstivāda/Mūlasarvāstivāda canonical sūtra (heavy parallels to Mūlasarvāstivāda-vinaya, Avadānaśataka, Divyāvadāna). The Sanskrit canonical recension is of the early centuries CE; the Turfan manuscript copy is 5th–8th c. Date targets the recension, not the manuscript. Low confidence: generic canonical fragment, no fragment-specific study available.	True	Sarvāstivāda Sanskrit canonical recension, early centuries CE; MS later.
SA_K10_sf253_sc	(untitled Sanskrit Turfan fragment, SHT-type; Wille ed.)	472	None	None	None	none	no identifying or dating scholarship for this fragment in the local library		No title/author; unidentified Sanskrit Turfan fragment (Wille, SHT). Without identifying the transmitted text, no recension date can be sourced. SHT Turfan codices are palaeographically c. 5th-8th c. as artefacts, which is a copy date not a composition date. No date assigned per the no-invention rule.	False	Unidentified fragment; no library basis to confirm or correct cur_med 472.
SA_K10_sf258_sc	(untitled Sanskrit Turfan fragment, SHT-type; Wille ed.)	470	None	None	None	none	no identifying or dating scholarship for this fragment in the local library		Item has no title or author; it is an unidentified Sanskrit Turfan manuscript fragment edited by K. Wille (SHT series). Without identification of the text it transmits, no composition/recension date can be sourced. SHT Turfan codices are palaeographically c. 5th-8th c. as physical artefacts, but that is the manuscript copy date, not a dated recension, and no fragment-specific study is present locally. No date assigned per the no-invention rule.	False	Unidentified fragment; no library basis to confirm or correct cur_med 470.
SA_K10_sf277_sc	Turfan Sanskrit canonical sūtra fragment (Waldschmidt sf277; cosmogony/loka-saṃvarta passage, Sarvāstivāda Sanskrit canon)	597	Sanskrit recension c. 2nd–4th c. CE (Turfan MS copied 5th–7th c.)	100	400	low	E. Waldschmidt, Bruchstücke buddhistischer Sūtras (Sarvāstivāda canonical sūtras); L. Sander, Paläographisches zu den Sanskrithandschriften der Berliner Turfansammlung (cited in Schopen)	cleaned_Brief History of Buddhist Studies in Europe and America_J. M. de Jong, 1987.txt	Central Asian Sanskrit witness of a Sarvāstivāda/Mūlasarvāstivāda canonical sūtra (parallels Mūlasarvāstivāda-vinaya, Mahāvastu, Divyāvadāna, MPS). The Sanskrit recension of the Sarvāstivāda canon crystallized in the early centuries CE (~2nd–4th); the Turfan manuscript itself is a later copy (Sander dates Berlin Turfan Sanskrit MSS paleographically to ~5th–8th c.). Date here targets the Sanskrit canonical recension, not the much older Middle-Indic Urkanon nor the manuscript copy. Low confidence: no fragment-specific study in library.	True	Sarvāstivāda Sanskrit canonical recension, early centuries CE; MS later.
SA_K10_sf279_sc	Turfan Sanskrit canonical fragment (Waldschmidt sf279; Māra/karma-rebirth sūtra passage, Sarvāstivāda Sanskrit canon)	600	Sanskrit recension c. 2nd–4th c. CE (Turfan MS copied 5th–7th c.)	100	400	low	E. Waldschmidt, Bruchstücke buddhistischer Sūtras (Sarvāstivāda canonical sūtras); L. Sander, Turfan paleography (cited in Schopen)	cleaned_Brief History of Buddhist Studies in Europe and America_J. M. de Jong, 1987.txt	Central Asian Sanskrit fragment of a Sarvāstivāda/Mūlasarvāstivāda canonical sūtra (parallels Mūlasarvāstivāda-vinaya, Mahākarmavibhaṅga, Divyāvadāna). Sanskrit canonical recension of the early centuries CE; Turfan manuscript copy 5th–8th c. Date targets the recension. Low confidence: generic canonical fragment, no fragment-specific study in library.	True	Sarvāstivāda Sanskrit canonical recension, early centuries CE; MS later.
SA_K10_sf280_sc	Buddhist dramatic fragments (Aśvaghoṣa; incl. Śāriputraprakaraṇa) [Bruchstücke buddhistischer Dramen]	552	early 2nd c. CE (Aśvaghoṣa, contemporary of Kaniṣka); Kuṣāṇa-period Turfan MS	75	175	medium	Lüders, Bruchstücke buddhistischer Dramen (1911); Nariman, Literary History of Sanskrit Buddhism (1919); Eltschinger, Aśvaghoṣa and His Canonical Sources II	cleaned_Literary History of Sanskrit Buddhism_Nariman G K_1919.txt	Lüders' Turfan palm-leaf fragments of three Buddhist plays, including Aśvaghoṣa's Śāriputraprakaraṇa. Unusually, composition AND the extant Sanskrit manuscript are both early: Aśvaghoṣa is the contemporary of Kaniṣka (early 2nd c. CE), and the famous Kuṣāṇa-period MS is roughly contemporary. No later expanded recension intervenes, so the early date stands for our actual text.	True	cur_med 552 is ~400y too late; this is Aśvaghoṣa's Kuṣāṇa-era drama, c. 100-150 CE.
